NAME,CODE,AREA_CODE,DESCRIPTIO,FILE_NAME,MS_FB_PARE,MS_FB
Addison Ward,E05000250,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000250
Askew Ward,E05000251,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000251
Avonmore and Brook Green Ward,E05000252,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000252
College Park and Old Oak Ward,E05000253,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000253
Fulham Broadway Ward,E05000254,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000254
Fulham Reach Ward,E05000255,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000255
Hammersmith Broadway Ward,E05000256,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000256
Munster Ward,E05000257,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000257
North End Ward,E05000258,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000258
Palace Riverside Ward,E05000259,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000259
Parsons Green and Walham Ward,E05000260,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000260
Ravenscourt Park Ward,E05000261,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000261
Sands End Ward,E05000262,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000262
Shepherd's Bush Green Ward,E05000263,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000263
Town Ward,E05000264,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000264
Wormholt and White City Ward,E05000265,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000013,country:gb/country:eng/lbo:e09000013/lbw:e05000265
Alexandra Ward,E05000266,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000266
Bounds Green Ward,E05000267,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000267
Bruce Grove Ward,E05000268,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000268
Crouch End Ward,E05000269,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000269
Fortis Green Ward,E05000270,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000270
Harringay Ward,E05000271,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000271
Highgate Ward,E05000272,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000272
Hornsey Ward,E05000273,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000273
Muswell Hill Ward,E05000274,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000274
Noel Park Ward,E05000275,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000275
Northumberland Park Ward,E05000276,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000276
Seven Sisters Ward,E05000278,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000278
St. Ann's Ward,E05000277,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000277
Stroud Green Ward,E05000279,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000279
Tottenham Green Ward,E05000280,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000280
Tottenham Hale Ward,E05000281,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000281
West Green Ward,E05000282,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000282
White Hart Lane Ward,E05000283,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000283
Woodside Ward,E05000284,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000014,country:gb/country:eng/lbo:e09000014/lbw:e05000284
Belmont Ward,E05000285,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000285
Canons Ward,E05000286,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000286
Edgware Ward,E05000287,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000287
Greenhill Ward,E05000288,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000288
Harrow Weald Ward,E05000290,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000290
Harrow on the Hill Ward,E05000289,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000289
Hatch End Ward,E05000291,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000291
Headstone North Ward,E05000292,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000292
Headstone South Ward,E05000293,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000293
Kenton East Ward,E05000294,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000294
Kenton West Ward,E05000295,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000295
Marlborough Ward,E05000296,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000296
Pinner South Ward,E05000298,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000298
Pinner Ward,E05000297,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000297
Queensbury Ward,E05000299,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000299
Rayners Lane Ward,E05000300,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000300
Roxbourne Ward,E05000301,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000301
Roxeth Ward,E05000302,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000302
Stanmore Park Ward,E05000303,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000303
Wealdstone Ward,E05000304,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000304
West Harrow Ward,E05000305,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000015,country:gb/country:eng/lbo:e09000015/lbw:e05000305
Brooklands Ward,E05000306,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000306
Cranham Ward,E05000307,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000307
Elm Park Ward,E05000308,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000308
Emerson Park Ward,E05000309,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000309
Gooshays Ward,E05000310,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000310
Hacton Ward,E05000311,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000311
Harold Wood Ward,E05000312,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000312
Havering Park Ward,E05000313,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000313
Heaton Ward,E05000314,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000314
Hylands Ward,E05000315,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000315
Mawneys Ward,E05000316,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000316
Pettits Ward,E05000317,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000317
Rainham and Wennington Ward,E05000318,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000318
Romford Town Ward,E05000319,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000319
South Hornchurch Ward,E05000321,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000321
Squirrel's Heath Ward,E05000322,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000322
St. Andrew's Ward,E05000320,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000320
Upminster Ward,E05000323,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000016,country:gb/country:eng/lbo:e09000016/lbw:e05000323
Barnhill Ward,E05000324,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000324
Botwell Ward,E05000325,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000325
Brunel Ward,E05000326,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000326
Cavendish Ward,E05000327,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000327
Charville Ward,E05000328,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000328
Eastcote and East Ruislip Ward,E05000329,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000329
Harefield Ward,E05000330,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000330
Heathrow Villages Ward,E05000331,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000331
Hillingdon East Ward,E05000332,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000332
Ickenham Ward,E05000333,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000333
Manor Ward,E05000334,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000334
Northwood Hills Ward,E05000336,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000336
Northwood Ward,E05000335,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000335
Pinkwell Ward,E05000337,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000337
South Ruislip Ward,E05000338,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000338
Townfield Ward,E05000339,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000339
Uxbridge North Ward,E05000340,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000340
Uxbridge South Ward,E05000341,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000341
West Drayton Ward,E05000342,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000342
West Ruislip Ward,E05000343,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000343
Yeading Ward,E05000344,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000344
Yiewsley Ward,E05000345,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000017,country:gb/country:eng/lbo:e09000017/lbw:e05000345
Bedfont Ward,E05000346,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000346
Brentford Ward,E05000347,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000347
Chiswick Homefields Ward,E05000348,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000348
Chiswick Riverside Ward,E05000349,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000349
Cranford Ward,E05000350,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000350
Feltham North Ward,E05000351,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000351
Feltham West Ward,E05000352,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000352
Hanworth Park Ward,E05000354,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000354
Hanworth Ward,E05000353,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000353
Heston Central Ward,E05000355,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000355
Heston East Ward,E05000356,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000356
Heston West Ward,E05000357,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000357
Hounslow Central Ward,E05000358,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000358
Hounslow Heath Ward,E05000359,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000359
Hounslow South Ward,E05000360,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000360
Hounslow West Ward,E05000361,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000361
Isleworth Ward,E05000362,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000362
Osterley and Spring Grove Ward,E05000363,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000363
Syon Ward,E05000364,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000364
Turnham Green Ward,E05000365,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000018,country:gb/country:eng/lbo:e09000018/lbw:e05000365
Barnsbury Ward,E05000366,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000366
Bunhill Ward,E05000367,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000367
Caledonian Ward,E05000368,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000368
Canonbury Ward,E05000369,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000369
Clerkenwell Ward,E05000370,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000370
Finsbury Park Ward,E05000371,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000371
Highbury East Ward,E05000372,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000372
Highbury West Ward,E05000373,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000373
Hillrise Ward,E05000374,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000374
Holloway Ward,E05000375,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000375
Junction Ward,E05000376,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000376
Mildmay Ward,E05000377,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000377
St. George's Ward,E05000378,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000378
St. Mary's Ward,E05000379,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000379
St. Peter's Ward,E05000380,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000380
Tollington Ward,E05000381,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000019,country:gb/country:eng/lbo:e09000019/lbw:e05000381
Abingdon Ward,E05009388,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009388
Brompton & Hans Town Ward,E05009389,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009389
Campden Ward,E05009390,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009390
Chelsea Riverside Ward,E05009391,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009391
Colville Ward,E05009392,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009392
Courtfield Ward,E05009393,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009393
Dalgarno Ward,E05009394,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009394
Earl's Court Ward,E05009395,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009395
Golborne Ward,E05009396,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009396
Holland Ward,E05009397,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009397
Norland Ward,E05009398,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009398
Notting Dale Ward,E05009399,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009399
Pembridge Ward,E05009400,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009400
Queen's Gate Ward,E05009401,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009401
Redcliffe Ward,E05009402,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009402
Royal Hospital Ward,E05009403,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009403
St. Helen's Ward,E05009404,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009404
Stanley Ward,E05009405,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000020,country:gb/country:eng/lbo:e09000020/lbw:e05009405
Alexandra Ward,E05000400,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000021,country:gb/country:eng/lbo:e09000021/lbw:e05000400
Berrylands Ward,E05000401,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000021,country:gb/country:eng/lbo:e09000021/lbw:e05000401
