NAME,CODE,AREA_CODE,DESCRIPTIO,FILE_NAME,MS_FB_PARE,MS_FB
East Finchley Ward,E05000049,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000049
Edgware Ward,E05000050,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000050
Finchley Church End Ward,E05000051,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000051
Garden Suburb Ward,E05000052,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000052
Golders Green Ward,E05000053,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000053
Hale Ward,E05000054,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000054
Hendon Ward,E05000055,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000055
High Barnet Ward,E05000056,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000056
Mill Hill Ward,E05000057,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000057
Oakleigh Ward,E05000058,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000058
Totteridge Ward,E05000059,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000059
Underhill Ward,E05000060,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000060
West Finchley Ward,E05000061,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000061
West Hendon Ward,E05000062,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000062
Woodhouse Ward,E05000063,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000003,country:gb/country:eng/lbo:e09000003/lbw:e05000063
Barnehurst Ward,E05011217,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011217
Belvedere Ward,E05011218,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011218
Bexleyheath Ward,E05011219,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011219
Blackfen & Lamorbey Ward,E05011220,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011220
Blendon & Penhill Ward,E05011221,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011221
Crayford Ward,E05011222,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011222
Crook Log Ward,E05011223,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011223
East Wickham Ward,E05011224,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011224
Erith Ward,E05011225,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011225
Falconwood & Welling Ward,E05011226,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011226
Longlands Ward,E05011227,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011227
Northumberland Heath Ward,E05011228,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011228
Sidcup Ward,E05011230,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011230
Slade Green & Northend Ward,E05011231,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011231
St. Mary's & St. James Ward,E05011229,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011229
Thamesmead East Ward,E05011232,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011232
West Heath Ward,E05011233,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000004,country:gb/country:eng/lbo:e09000004/lbw:e05011233
Acocks Green Ward,E05011118,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011118
Allens Cross Ward,E05011119,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011119
Alum Rock Ward,E05011120,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011120
Aston Ward,E05011121,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011121
Balsall Heath West Ward,E05011122,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011122
Bartley Green Ward,E05011123,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011123
Billesley Ward,E05011124,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011124
Birchfield Ward,E05011125,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011125
Bordesley & Highgate Ward,E05011126,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011126
Bordesley Green Ward,E05011127,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011127
Bournbrook & Selly Park Ward,E05011128,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011128
Bournville & Cotteridge Ward,E05011129,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011129
Brandwood & King's Heath Ward,E05011130,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011130
Bromford & Hodge Hill Ward,E05011131,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011131
Castle Vale Ward,E05011132,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011132
Druids Heath & Monyhull Ward,E05011133,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011133
Edgbaston Ward,E05011134,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011134
Erdington Ward,E05011135,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011135
Frankley Great Park Ward,E05011136,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011136
Garretts Green Ward,E05011137,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011137
Glebe Farm & Tile Cross Ward,E05011138,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011138
Gravelly Hill Ward,E05011139,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011139
Hall Green North Ward,E05011140,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011140
Hall Green South Ward,E05011141,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011141
Handsworth Ward,E05011142,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011142
Handsworth Wood Ward,E05011143,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011143
Harborne Ward,E05011144,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011144
Heartlands Ward,E05011145,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011145
Highter's Heath Ward,E05011146,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011146
Holyhead Ward,E05011147,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011147
King's Norton North Ward,E05011148,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011148
King's Norton South Ward,E05011149,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011149
Kingstanding Ward,E05011150,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011150
Ladywood Ward,E05011151,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011151
Longbridge & West Heath Ward,E05011152,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011152
Lozells Ward,E05011153,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011153
Moseley Ward,E05011154,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011154
Nechells Ward,E05011155,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011155
Newtown Ward,E05011156,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011156
North Edgbaston Ward,E05011157,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011157
Northfield Ward,E05011158,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011158
Oscott Ward,E05011159,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011159
Perry Barr Ward,E05011160,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011160
Perry Common Ward,E05011161,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011161
Pype Hayes Ward,E05011162,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011162
Quinton Ward,E05011163,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011163
Rubery & Rednal Ward,E05011164,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011164
Shard End Ward,E05011165,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011165
Sheldon Ward,E05011166,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011166
Small Heath Ward,E05011167,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011167
Soho & Jewellery Quarter Ward,E05011168,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011168
South Yardley Ward,E05011169,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011169
Sparkbrook & Balsall Heath East Ward,E05011170,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011170
Sparkhill Ward,E05011171,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011171
Stirchley Ward,E05011172,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011172
Stockland Green Ward,E05011173,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011173
Sutton Four Oaks Ward,E05011174,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011174
Sutton Mere Green Ward,E05011175,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011175
Sutton Reddicap Ward,E05011176,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011176
Sutton Roughley Ward,E05011177,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011177
Sutton Trinity Ward,E05011178,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011178
Sutton Vesey Ward,E05011179,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011179
Sutton Walmley & Minworth Ward,E05011180,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011180
Sutton Wylde Green Ward,E05011181,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011181
Tyseley & Hay Mills Ward,E05011182,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011182
Ward End Ward,E05011183,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011183
Weoley & Selly Oak Ward,E05011184,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011184
Yardley East Ward,E05011185,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011185
Yardley West & Stechford Ward Ward,E05011186,MTW,Metropolitan District Ward,BIRMINGHAM_DISTRICT_(B),country:gb/country:eng/mtd:e08000025,country:gb/country:eng/mtd:e08000025/mtw:e05011186
Baildon Ward,E05001341,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001341
Bingley Rural Ward,E05001343,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001343
Bingley Ward,E05001342,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001342
Bolton and Undercliffe Ward,E05001344,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001344
Bowling and Barkerend Ward,E05001345,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001345
Bradford Moor Ward,E05001346,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001346
City Ward,E05001347,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001347
Clayton and Fairweather Green Ward,E05001348,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001348
Craven Ward,E05001349,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001349
Eccleshill Ward,E05001350,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001350
Great Horton Ward,E05001351,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001351
Heaton Ward,E05001352,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001352
Idle and Thackley Ward,E05001353,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001353
Ilkley Ward,E05001354,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001354
Keighley Central Ward,E05001355,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001355
Keighley East Ward,E05001356,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001356
Keighley West Ward,E05001357,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001357
Little Horton Ward,E05001358,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001358
Manningham Ward,E05001359,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001359
Queensbury Ward,E05001360,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001360
Royds Ward,E05001361,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001361
Shipley Ward,E05001362,MTW,Metropolitan District Ward,BRADFORD_DISTRICT_(B),country:gb/country:eng/mtd:e08000032,country:gb/country:eng/mtd:e08000032/mtw:e05001362
