NAME,CODE,MS_FB,MS_FB_PARE,WIKIDATA
Pudsey Ward,E05011409,country:gb/country:eng/mtd:e08000035/mtw:e05011409,country:gb/country:eng/mtd:e08000035,Q55466813
Rothwell Ward,E05011410,country:gb/country:eng/mtd:e08000035/mtw:e05011410,country:gb/country:eng/mtd:e08000035,Q55466765
Roundhay Ward,E05011411,country:gb/country:eng/mtd:e08000035/mtw:e05011411,country:gb/country:eng/mtd:e08000035,Q56651558
Temple Newsam Ward,E05011412,country:gb/country:eng/mtd:e08000035/mtw:e05011412,country:gb/country:eng/mtd:e08000035,Q55466781
Weetwood Ward,E05011413,country:gb/country:eng/mtd:e08000035/mtw:e05011413,country:gb/country:eng/mtd:e08000035,Q55466759
Wetherby Ward,E05011414,country:gb/country:eng/mtd:e08000035/mtw:e05011414,country:gb/country:eng/mtd:e08000035,Q55466810
"Ackworth, North Elmsall and Upton Ward",E05001444,country:gb/country:eng/mtd:e08000036/mtw:e05001444,country:gb/country:eng/mtd:e08000036,Q56653524
Airedale and Ferry Fryston Ward,E05001445,country:gb/country:eng/mtd:e08000036/mtw:e05001445,country:gb/country:eng/mtd:e08000036,Q56653525
Altofts and Whitwood Ward,E05001446,country:gb/country:eng/mtd:e08000036/mtw:e05001446,country:gb/country:eng/mtd:e08000036,Q56653527
Castleford Central and Glasshoughton Ward,E05001447,country:gb/country:eng/mtd:e08000036/mtw:e05001447,country:gb/country:eng/mtd:e08000036,Q56653528
"Crofton, Ryhill and Walton Ward",E05001448,country:gb/country:eng/mtd:e08000036/mtw:e05001448,country:gb/country:eng/mtd:e08000036,Q56653529
Featherstone Ward,E05001449,country:gb/country:eng/mtd:e08000036/mtw:e05001449,country:gb/country:eng/mtd:e08000036,Q56653530
Hemsworth Ward,E05001450,country:gb/country:eng/mtd:e08000036/mtw:e05001450,country:gb/country:eng/mtd:e08000036,Q56653531
Horbury and South Ossett Ward,E05001451,country:gb/country:eng/mtd:e08000036/mtw:e05001451,country:gb/country:eng/mtd:e08000036,Q56653532
Knottingley Ward,E05001452,country:gb/country:eng/mtd:e08000036/mtw:e05001452,country:gb/country:eng/mtd:e08000036,Q56653533
Normanton Ward,E05001453,country:gb/country:eng/mtd:e08000036/mtw:e05001453,country:gb/country:eng/mtd:e08000036,Q56653534
Ossett Ward,E05001454,country:gb/country:eng/mtd:e08000036/mtw:e05001454,country:gb/country:eng/mtd:e08000036,Q56653535
Pontefract North Ward,E05001455,country:gb/country:eng/mtd:e08000036/mtw:e05001455,country:gb/country:eng/mtd:e08000036,Q56653536
Pontefract South Ward,E05001456,country:gb/country:eng/mtd:e08000036/mtw:e05001456,country:gb/country:eng/mtd:e08000036,Q15267432
South Elmsall and South Kirkby Ward,E05001457,country:gb/country:eng/mtd:e08000036/mtw:e05001457,country:gb/country:eng/mtd:e08000036,Q56653537
Stanley and Outwood East Ward,E05001458,country:gb/country:eng/mtd:e08000036/mtw:e05001458,country:gb/country:eng/mtd:e08000036,Q56653538
Wakefield East Ward,E05001459,country:gb/country:eng/mtd:e08000036/mtw:e05001459,country:gb/country:eng/mtd:e08000036,Q56653540
Wakefield North Ward,E05001460,country:gb/country:eng/mtd:e08000036/mtw:e05001460,country:gb/country:eng/mtd:e08000036,Q56653541
Wakefield Rural Ward,E05001461,country:gb/country:eng/mtd:e08000036/mtw:e05001461,country:gb/country:eng/mtd:e08000036,Q56653542
Wakefield South Ward,E05001462,country:gb/country:eng/mtd:e08000036/mtw:e05001462,country:gb/country:eng/mtd:e08000036,Q56653543
Wakefield West Ward,E05001463,country:gb/country:eng/mtd:e08000036/mtw:e05001463,country:gb/country:eng/mtd:e08000036,Q56653544
Wrenthorpe and Outwood West Ward,E05001464,country:gb/country:eng/mtd:e08000036/mtw:e05001464,country:gb/country:eng/mtd:e08000036,Q56653545
Avenue Ward,E05011525,country:gb/country:eng/uta:e06000010/utw:e05011525,country:gb/country:eng/uta:e06000010,Q56612243
Beverley & Newland Ward,E05011526,country:gb/country:eng/uta:e06000010/utw:e05011526,country:gb/country:eng/uta:e06000010,Q56612244
Boothferry Ward,E05011527,country:gb/country:eng/uta:e06000010/utw:e05011527,country:gb/country:eng/uta:e06000010,Q56612246
Bricknell Ward,E05011528,country:gb/country:eng/uta:e06000010/utw:e05011528,country:gb/country:eng/uta:e06000010,Q56612247
Central Ward,E05011529,country:gb/country:eng/uta:e06000010/utw:e05011529,country:gb/country:eng/uta:e06000010,Q56612248
Derringham Ward,E05011530,country:gb/country:eng/uta:e06000010/utw:e05011530,country:gb/country:eng/uta:e06000010,Q56612249
Drypool Ward,E05011531,country:gb/country:eng/uta:e06000010/utw:e05011531,country:gb/country:eng/uta:e06000010,Q56612250
Holderness Ward,E05011532,country:gb/country:eng/uta:e06000010/utw:e05011532,country:gb/country:eng/uta:e06000010,Q56612251
Ings Ward,E05011533,country:gb/country:eng/uta:e06000010/utw:e05011533,country:gb/country:eng/uta:e06000010,Q56612252
Kingswood Ward,E05011534,country:gb/country:eng/uta:e06000010/utw:e05011534,country:gb/country:eng/uta:e06000010,Q56612253
Longhill & Bilton Grange Ward,E05011535,country:gb/country:eng/uta:e06000010/utw:e05011535,country:gb/country:eng/uta:e06000010,Q56612254
Marfleet Ward,E05011536,country:gb/country:eng/uta:e06000010/utw:e05011536,country:gb/country:eng/uta:e06000010,Q56612255
Newington & Gipsyville Ward,E05011537,country:gb/country:eng/uta:e06000010/utw:e05011537,country:gb/country:eng/uta:e06000010,Q56612256
North Carr Ward,E05011538,country:gb/country:eng/uta:e06000010/utw:e05011538,country:gb/country:eng/uta:e06000010,Q56612257
Orchard Park Ward,E05011539,country:gb/country:eng/uta:e06000010/utw:e05011539,country:gb/country:eng/uta:e06000010,Q56612258
Pickering Ward,E05011540,country:gb/country:eng/uta:e06000010/utw:e05011540,country:gb/country:eng/uta:e06000010,Q56612260
St. Andrew's & Docklands Ward,E05011541,country:gb/country:eng/uta:e06000010/utw:e05011541,country:gb/country:eng/uta:e06000010,Q56612262
Southcoates Ward,E05011542,country:gb/country:eng/uta:e06000010/utw:e05011542,country:gb/country:eng/uta:e06000010,Q56612261
Sutton Ward,E05011543,country:gb/country:eng/uta:e06000010/utw:e05011543,country:gb/country:eng/uta:e06000010,Q56612263
University Ward,E05011544,country:gb/country:eng/uta:e06000010/utw:e05011544,country:gb/country:eng/uta:e06000010,Q56612264
West Carr Ward,E05011545,country:gb/country:eng/uta:e06000010/utw:e05011545,country:gb/country:eng/uta:e06000010,Q56612265
Abbey Ward,E05001767,country:gb/country:eng/uta:e06000015/utw:e05001767,country:gb/country:eng/uta:e06000015,Q21750250
Allestree Ward,E05001768,country:gb/country:eng/uta:e06000015/utw:e05001768,country:gb/country:eng/uta:e06000015,Q56577696
Alvaston Ward,E05001769,country:gb/country:eng/uta:e06000015/utw:e05001769,country:gb/country:eng/uta:e06000015,Q56577697
Arboretum Ward,E05001770,country:gb/country:eng/uta:e06000015/utw:e05001770,country:gb/country:eng/uta:e06000015,Q56577699
Blagreaves Ward,E05001771,country:gb/country:eng/uta:e06000015/utw:e05001771,country:gb/country:eng/uta:e06000015,Q56577700
Boulton Ward,E05001772,country:gb/country:eng/uta:e06000015/utw:e05001772,country:gb/country:eng/uta:e06000015,Q56577702
Chaddesden Ward,E05001773,country:gb/country:eng/uta:e06000015/utw:e05001773,country:gb/country:eng/uta:e06000015,Q56577703
Chellaston Ward,E05001774,country:gb/country:eng/uta:e06000015/utw:e05001774,country:gb/country:eng/uta:e06000015,Q56577704
Darley Ward,E05001775,country:gb/country:eng/uta:e06000015/utw:e05001775,country:gb/country:eng/uta:e06000015,Q56577705
Derwent Ward,E05001776,country:gb/country:eng/uta:e06000015/utw:e05001776,country:gb/country:eng/uta:e06000015,Q56577707
Littleover Ward,E05001777,country:gb/country:eng/uta:e06000015/utw:e05001777,country:gb/country:eng/uta:e06000015,Q56577461
Mackworth Ward,E05001778,country:gb/country:eng/uta:e06000015/utw:e05001778,country:gb/country:eng/uta:e06000015,Q56577710
Mickleover Ward,E05001779,country:gb/country:eng/uta:e06000015/utw:e05001779,country:gb/country:eng/uta:e06000015,Q56577711
Normanton Ward,E05001780,country:gb/country:eng/uta:e06000015/utw:e05001780,country:gb/country:eng/uta:e06000015,Q56577713
Oakwood Ward,E05001781,country:gb/country:eng/uta:e06000015/utw:e05001781,country:gb/country:eng/uta:e06000015,Q56577714
Sinfin Ward,E05001782,country:gb/country:eng/uta:e06000015/utw:e05001782,country:gb/country:eng/uta:e06000015,Q56577715
Spondon Ward,E05001783,country:gb/country:eng/uta:e06000015/utw:e05001783,country:gb/country:eng/uta:e06000015,Q56577716
Abbey Ward,E05010458,country:gb/country:eng/uta:e06000016/utw:e05010458,country:gb/country:eng/uta:e06000016,Q56612957
Aylestone Ward,E05010459,country:gb/country:eng/uta:e06000016/utw:e05010459,country:gb/country:eng/uta:e06000016,Q56612958
Beaumont Leys Ward,E05010460,country:gb/country:eng/uta:e06000016/utw:e05010460,country:gb/country:eng/uta:e06000016,Q56612959
Belgrave Ward,E05010461,country:gb/country:eng/uta:e06000016/utw:e05010461,country:gb/country:eng/uta:e06000016,Q56612960
Braunstone Park & Rowley Fields Ward,E05010462,country:gb/country:eng/uta:e06000016/utw:e05010462,country:gb/country:eng/uta:e06000016,Q4958298
Castle Ward,E05010463,country:gb/country:eng/uta:e06000016/utw:e05010463,country:gb/country:eng/uta:e06000016,Q28407626
Evington Ward,E05010464,country:gb/country:eng/uta:e06000016/utw:e05010464,country:gb/country:eng/uta:e06000016,Q573937
Eyres Monsell Ward,E05010465,country:gb/country:eng/uta:e06000016/utw:e05010465,country:gb/country:eng/uta:e06000016,Q5423005
Fosse Ward,E05010466,country:gb/country:eng/uta:e06000016/utw:e05010466,country:gb/country:eng/uta:e06000016,Q56612961
Humberstone & Hamilton Ward,E05010467,country:gb/country:eng/uta:e06000016/utw:e05010467,country:gb/country:eng/uta:e06000016,Q9285781
Knighton Ward,E05010468,country:gb/country:eng/uta:e06000016/utw:e05010468,country:gb/country:eng/uta:e06000016,Q56612962
North Evington Ward,E05010469,country:gb/country:eng/uta:e06000016/utw:e05010469,country:gb/country:eng/uta:e06000016,Q56612963
Rushey Mead Ward,E05010470,country:gb/country:eng/uta:e06000016/utw:e05010470,country:gb/country:eng/uta:e06000016,Q7380817
Saffron Ward,E05010471,country:gb/country:eng/uta:e06000016/utw:e05010471,country:gb/country:eng/uta:e06000016,Q56612964
Spinney Hills Ward,E05010472,country:gb/country:eng/uta:e06000016/utw:e05010472,country:gb/country:eng/uta:e06000016,Q56612965
Stoneygate Ward,E05010473,country:gb/country:eng/uta:e06000016/utw:e05010473,country:gb/country:eng/uta:e06000016,Q56612967
Thurncourt Ward,E05010474,country:gb/country:eng/uta:e06000016/utw:e05010474,country:gb/country:eng/uta:e06000016,Q7799357
Troon Ward,E05010475,country:gb/country:eng/uta:e06000016/utw:e05010475,country:gb/country:eng/uta:e06000016,Q56612968
Westcotes Ward,E05010476,country:gb/country:eng/uta:e06000016/utw:e05010476,country:gb/country:eng/uta:e06000016,Q56612969
Western Ward,E05010477,country:gb/country:eng/uta:e06000016/utw:e05010477,country:gb/country:eng/uta:e06000016,Q56612941
Wycliffe Ward,E05010478,country:gb/country:eng/uta:e06000016/utw:e05010478,country:gb/country:eng/uta:e06000016,Q56612970
Arboretum Ward,E05001822,country:gb/country:eng/uta:e06000018/utw:e05001822,country:gb/country:eng/uta:e06000018,Q56648577
Aspley Ward,E05001823,country:gb/country:eng/uta:e06000018/utw:e05001823,country:gb/country:eng/uta:e06000018,Q56648413
Basford Ward,E05001824,country:gb/country:eng/uta:e06000018/utw:e05001824,country:gb/country:eng/uta:e06000018,Q56648578
Berridge Ward,E05001825,country:gb/country:eng/uta:e06000018/utw:e05001825,country:gb/country:eng/uta:e06000018,Q56648579
Bestwood Ward,E05001826,country:gb/country:eng/uta:e06000018/utw:e05001826,country:gb/country:eng/uta:e06000018,Q56648580
Bilborough Ward,E05001827,country:gb/country:eng/uta:e06000018/utw:e05001827,country:gb/country:eng/uta:e06000018,Q56648581
Bridge Ward,E05001828,country:gb/country:eng/uta:e06000018/utw:e05001828,country:gb/country:eng/uta:e06000018,Q56648582
Bulwell Ward,E05001829,country:gb/country:eng/uta:e06000018/utw:e05001829,country:gb/country:eng/uta:e06000018,Q56648584
Bulwell Forest Ward,E05001830,country:gb/country:eng/uta:e06000018/utw:e05001830,country:gb/country:eng/uta:e06000018,Q56648583
Clifton North Ward,E05001831,country:gb/country:eng/uta:e06000018/utw:e05001831,country:gb/country:eng/uta:e06000018,Q56648585
Clifton South Ward,E05001832,country:gb/country:eng/uta:e06000018/utw:e05001832,country:gb/country:eng/uta:e06000018,Q56648586
Dales Ward,E05001833,country:gb/country:eng/uta:e06000018/utw:e05001833,country:gb/country:eng/uta:e06000018,Q56648587
Dunkirk and Lenton Ward,E05001834,country:gb/country:eng/uta:e06000018/utw:e05001834,country:gb/country:eng/uta:e06000018,Q56648588
Leen Valley Ward,E05001835,country:gb/country:eng/uta:e06000018/utw:e05001835,country:gb/country:eng/uta:e06000018,Q56648589
Mapperley Ward,E05001836,country:gb/country:eng/uta:e06000018/utw:e05001836,country:gb/country:eng/uta:e06000018,Q56648590
Radford and Park Ward,E05001837,country:gb/country:eng/uta:e06000018/utw:e05001837,country:gb/country:eng/uta:e06000018,Q56648591
St. Ann's Ward,E05001838,country:gb/country:eng/uta:e06000018/utw:e05001838,country:gb/country:eng/uta:e06000018,Q56648593
Sherwood Ward,E05001839,country:gb/country:eng/uta:e06000018/utw:e05001839,country:gb/country:eng/uta:e06000018,Q56648592
Wollaton East and Lenton Abbey Ward,E05001840,country:gb/country:eng/uta:e06000018/utw:e05001840,country:gb/country:eng/uta:e06000018,Q56648594
Wollaton West Ward,E05001841,country:gb/country:eng/uta:e06000018/utw:e05001841,country:gb/country:eng/uta:e06000018,Q56648595
Abbey Hulton and Townsend Ward,E05008714,country:gb/country:eng/uta:e06000021/utw:e05008714,country:gb/country:eng/uta:e06000021,Q56649086
"Baddeley, Milton and Norton Ward",E05008715,country:gb/country:eng/uta:e06000021/utw:e05008715,country:gb/country:eng/uta:e06000021,Q56649087
Bentilee and Ubberley Ward,E05008716,country:gb/country:eng/uta:e06000021/utw:e05008716,country:gb/country:eng/uta:e06000021,Q56649088
Birches Head and Central Forest Park Ward,E05008717,country:gb/country:eng/uta:e06000021/utw:e05008717,country:gb/country:eng/uta:e06000021,Q56649089
Blurton East Ward,E05008718,country:gb/country:eng/uta:e06000021/utw:e05008718,country:gb/country:eng/uta:e06000021,Q56649090
Blurton West and Newstead Ward,E05008719,country:gb/country:eng/uta:e06000021/utw:e05008719,country:gb/country:eng/uta:e06000021,Q56649091
Boothen and Oak Hill Ward,E05008720,country:gb/country:eng/uta:e06000021/utw:e05008720,country:gb/country:eng/uta:e06000021,Q56649092
Bradeley and Chell Heath Ward,E05008721,country:gb/country:eng/uta:e06000021/utw:e05008721,country:gb/country:eng/uta:e06000021,Q56649093
Broadway and Longton East Ward,E05008722,country:gb/country:eng/uta:e06000021/utw:e05008722,country:gb/country:eng/uta:e06000021,Q56649094
Burslem Central Ward,E05008723,country:gb/country:eng/uta:e06000021/utw:e05008723,country:gb/country:eng/uta:e06000021,Q56649095
Burslem Park Ward,E05008724,country:gb/country:eng/uta:e06000021/utw:e05008724,country:gb/country:eng/uta:e06000021,Q56649096
Dresden and Florence Ward,E05008725,country:gb/country:eng/uta:e06000021/utw:e05008725,country:gb/country:eng/uta:e06000021,Q56649097
Eaton Park Ward,E05008726,country:gb/country:eng/uta:e06000021/utw:e05008726,country:gb/country:eng/uta:e06000021,Q56649098
Etruria and Hanley Ward,E05008727,country:gb/country:eng/uta:e06000021/utw:e05008727,country:gb/country:eng/uta:e06000021,Q56649099
Fenton East Ward,E05008728,country:gb/country:eng/uta:e06000021/utw:e05008728,country:gb/country:eng/uta:e06000021,Q56649100
Fenton West and Mount Pleasant Ward,E05008729,country:gb/country:eng/uta:e06000021/utw:e05008729,country:gb/country:eng/uta:e06000021,Q56649101
Ford Green and Smallthorne Ward,E05008730,country:gb/country:eng/uta:e06000021/utw:e05008730,country:gb/country:eng/uta:e06000021,Q56649102
Goldenhill and Sandyford Ward,E05008731,country:gb/country:eng/uta:e06000021/utw:e05008731,country:gb/country:eng/uta:e06000021,Q56649103
Great Chell and Packmoor Ward,E05008732,country:gb/country:eng/uta:e06000021/utw:e05008732,country:gb/country:eng/uta:e06000021,Q56649113
Hanford and Trentham Ward,E05008733,country:gb/country:eng/uta:e06000021/utw:e05008733,country:gb/country:eng/uta:e06000021,Q56649114
Hanley Park and Shelton Ward,E05008734,country:gb/country:eng/uta:e06000021/utw:e05008734,country:gb/country:eng/uta:e06000021,Q56649115
Hartshill and Basford Ward,E05008735,country:gb/country:eng/uta:e06000021/utw:e05008735,country:gb/country:eng/uta:e06000021,Q56649116
Hollybush and Longton West Ward,E05008736,country:gb/country:eng/uta:e06000021/utw:e05008736,country:gb/country:eng/uta:e06000021,Q56649117
Joiner's Square Ward,E05008737,country:gb/country:eng/uta:e06000021/utw:e05008737,country:gb/country:eng/uta:e06000021,Q56649118
Lightwood North and Normacot Ward,E05008738,country:gb/country:eng/uta:e06000021/utw:e05008738,country:gb/country:eng/uta:e06000021,Q56649119
Little Chell and Stanfield Ward,E05008739,country:gb/country:eng/uta:e06000021/utw:e05008739,country:gb/country:eng/uta:e06000021,Q56649120
Meir Hay Ward,E05008740,country:gb/country:eng/uta:e06000021/utw:e05008740,country:gb/country:eng/uta:e06000021,Q56649121
Meir North Ward,E05008741,country:gb/country:eng/uta:e06000021/utw:e05008741,country:gb/country:eng/uta:e06000021,Q56649122
Meir Park Ward,E05008742,country:gb/country:eng/uta:e06000021/utw:e05008742,country:gb/country:eng/uta:e06000021,Q56649123
Meir South Ward,E05008743,country:gb/country:eng/uta:e06000021/utw:e05008743,country:gb/country:eng/uta:e06000021,Q56649124
Moorcroft Ward,E05008744,country:gb/country:eng/uta:e06000021/utw:e05008744,country:gb/country:eng/uta:e06000021,Q56649125
Penkhull and Stoke Ward,E05008745,country:gb/country:eng/uta:e06000021/utw:e05008745,country:gb/country:eng/uta:e06000021,Q56649126
Sandford Hill Ward,E05008746,country:gb/country:eng/uta:e06000021/utw:e05008746,country:gb/country:eng/uta:e06000021,Q56649127
Sneyd Green Ward,E05008747,country:gb/country:eng/uta:e06000021/utw:e05008747,country:gb/country:eng/uta:e06000021,Q56649128
Springfields and Trent Vale Ward,E05008748,country:gb/country:eng/uta:e06000021/utw:e05008748,country:gb/country:eng/uta:e06000021,Q56649129
Tunstall Ward,E05008749,country:gb/country:eng/uta:e06000021/utw:e05008749,country:gb/country:eng/uta:e06000021,Q56649130
Weston Coyney Ward,E05008750,country:gb/country:eng/uta:e06000021/utw:e05008750,country:gb/country:eng/uta:e06000021,Q56649134
Ashley Ward,E05010885,country:gb/country:eng/uta:e06000023/utw:e05010885,country:gb/country:eng/uta:e06000023,Q4805350
Avonmouth & Lawrence Weston Ward,E05010886,country:gb/country:eng/uta:e06000023/utw:e05010886,country:gb/country:eng/uta:e06000023,Q56572494
Bedminster Ward,E05010887,country:gb/country:eng/uta:e06000023/utw:e05010887,country:gb/country:eng/uta:e06000023,Q56572495
Bishopston & Ashley Down Ward,E05010888,country:gb/country:eng/uta:e06000023/utw:e05010888,country:gb/country:eng/uta:e06000023,Q56572496
Bishopsworth Ward,E05010889,country:gb/country:eng/uta:e06000023/utw:e05010889,country:gb/country:eng/uta:e06000023,Q56558863
Brislington East Ward,E05010890,country:gb/country:eng/uta:e06000023/utw:e05010890,country:gb/country:eng/uta:e06000023,Q4968701
Brislington West Ward,E05010891,country:gb/country:eng/uta:e06000023/utw:e05010891,country:gb/country:eng/uta:e06000023,Q4968709
Central Ward,E05010892,country:gb/country:eng/uta:e06000023/utw:e05010892,country:gb/country:eng/uta:e06000023,Q56572497
Clifton Ward,E05010893,country:gb/country:eng/uta:e06000023/utw:e05010893,country:gb/country:eng/uta:e06000023,Q56572501
Clifton Down Ward,E05010894,country:gb/country:eng/uta:e06000023/utw:e05010894,country:gb/country:eng/uta:e06000023,Q56572499
Cotham Ward,E05010895,country:gb/country:eng/uta:e06000023/utw:e05010895,country:gb/country:eng/uta:e06000023,Q56572502
Easton Ward,E05010896,country:gb/country:eng/uta:e06000023/utw:e05010896,country:gb/country:eng/uta:e06000023,Q56572503
Eastville Ward,E05010897,country:gb/country:eng/uta:e06000023/utw:e05010897,country:gb/country:eng/uta:e06000023,Q56572504
Filwood Ward,E05010898,country:gb/country:eng/uta:e06000023/utw:e05010898,country:gb/country:eng/uta:e06000023,Q5449281
Frome Vale Ward,E05010899,country:gb/country:eng/uta:e06000023/utw:e05010899,country:gb/country:eng/uta:e06000023,Q5505740
Hartcliffe & Withywood Ward,E05010900,country:gb/country:eng/uta:e06000023/utw:e05010900,country:gb/country:eng/uta:e06000023,Q56572508
Henbury & Brentry Ward,E05010901,country:gb/country:eng/uta:e06000023/utw:e05010901,country:gb/country:eng/uta:e06000023,Q56572510
Hengrove & Whitchurch Park Ward,E05010902,country:gb/country:eng/uta:e06000023/utw:e05010902,country:gb/country:eng/uta:e06000023,Q56572511
Hillfields Ward,E05010903,country:gb/country:eng/uta:e06000023/utw:e05010903,country:gb/country:eng/uta:e06000023,Q56572512
Horfield Ward,E05010904,country:gb/country:eng/uta:e06000023/utw:e05010904,country:gb/country:eng/uta:e06000023,Q56572513
Hotwells & Harbourside Ward,E05010905,country:gb/country:eng/uta:e06000023/utw:e05010905,country:gb/country:eng/uta:e06000023,Q56572514
Knowle Ward,E05010906,country:gb/country:eng/uta:e06000023/utw:e05010906,country:gb/country:eng/uta:e06000023,Q56572516
Lawrence Hill Ward,E05010907,country:gb/country:eng/uta:e06000023/utw:e05010907,country:gb/country:eng/uta:e06000023,Q6504157
Lockleaze Ward,E05010908,country:gb/country:eng/uta:e06000023/utw:e05010908,country:gb/country:eng/uta:e06000023,Q56572517
Redland Ward,E05010909,country:gb/country:eng/uta:e06000023/utw:e05010909,country:gb/country:eng/uta:e06000023,Q7306009
St. George Central Ward,E05010910,country:gb/country:eng/uta:e06000023/utw:e05010910,country:gb/country:eng/uta:e06000023,Q56572524
St. George Troopers Hill Ward,E05010911,country:gb/country:eng/uta:e06000023/utw:e05010911,country:gb/country:eng/uta:e06000023,Q56572525
St. George West Ward,E05010912,country:gb/country:eng/uta:e06000023/utw:e05010912,country:gb/country:eng/uta:e06000023,Q7593234
Southmead Ward,E05010913,country:gb/country:eng/uta:e06000023/utw:e05010913,country:gb/country:eng/uta:e06000023,Q56572518
Southville Ward,E05010914,country:gb/country:eng/uta:e06000023/utw:e05010914,country:gb/country:eng/uta:e06000023,Q56572522
Stockwood Ward,E05010915,country:gb/country:eng/uta:e06000023/utw:e05010915,country:gb/country:eng/uta:e06000023,Q56572526
Stoke Bishop Ward,E05010916,country:gb/country:eng/uta:e06000023/utw:e05010916,country:gb/country:eng/uta:e06000023,Q56572527
Westbury-on-Trym & Henleaze Ward,E05010917,country:gb/country:eng/uta:e06000023/utw:e05010917,country:gb/country:eng/uta:e06000023,Q56572528
Windmill Hill Ward,E05010918,country:gb/country:eng/uta:e06000023/utw:e05010918,country:gb/country:eng/uta:e06000023,Q56572530
Budshead Ward,E05002078,country:gb/country:eng/uta:e06000026/utw:e05002078,country:gb/country:eng/uta:e06000026,Q56648845
Compton Ward,E05002079,country:gb/country:eng/uta:e06000026/utw:e05002079,country:gb/country:eng/uta:e06000026,Q56648846
Devonport Ward,E05002080,country:gb/country:eng/uta:e06000026/utw:e05002080,country:gb/country:eng/uta:e06000026,Q56648847
Drake Ward,E05002081,country:gb/country:eng/uta:e06000026/utw:e05002081,country:gb/country:eng/uta:e06000026,Q5305586
Efford and Lipson Ward,E05002082,country:gb/country:eng/uta:e06000026/utw:e05002082,country:gb/country:eng/uta:e06000026,Q56648848
Eggbuckland Ward,E05002083,country:gb/country:eng/uta:e06000026/utw:e05002083,country:gb/country:eng/uta:e06000026,Q56648849
Ham Ward,E05002084,country:gb/country:eng/uta:e06000026/utw:e05002084,country:gb/country:eng/uta:e06000026,Q56648850
Honicknowle Ward,E05002085,country:gb/country:eng/uta:e06000026/utw:e05002085,country:gb/country:eng/uta:e06000026,Q56648832
Moor View Ward,E05002086,country:gb/country:eng/uta:e06000026/utw:e05002086,country:gb/country:eng/uta:e06000026,Q56648851
Peverell Ward,E05002087,country:gb/country:eng/uta:e06000026/utw:e05002087,country:gb/country:eng/uta:e06000026,Q56648852
Plympton Chaddlewood Ward,E05002088,country:gb/country:eng/uta:e06000026/utw:e05002088,country:gb/country:eng/uta:e06000026,Q56648853
Plympton Erle Ward,E05002089,country:gb/country:eng/uta:e06000026/utw:e05002089,country:gb/country:eng/uta:e06000026,Q56648855
Plympton St. Mary Ward,E05002090,country:gb/country:eng/uta:e06000026/utw:e05002090,country:gb/country:eng/uta:e06000026,Q56648856
Plymstock Dunstone Ward,E05002091,country:gb/country:eng/uta:e06000026/utw:e05002091,country:gb/country:eng/uta:e06000026,Q56648857
Plymstock Radford Ward,E05002092,country:gb/country:eng/uta:e06000026/utw:e05002092,country:gb/country:eng/uta:e06000026,Q56648858
St. Budeaux Ward,E05002093,country:gb/country:eng/uta:e06000026/utw:e05002093,country:gb/country:eng/uta:e06000026,Q56648860
St. Peter and the Waterfront Ward,E05002094,country:gb/country:eng/uta:e06000026/utw:e05002094,country:gb/country:eng/uta:e06000026,Q56648861
Southway Ward,E05002095,country:gb/country:eng/uta:e06000026/utw:e05002095,country:gb/country:eng/uta:e06000026,Q56648859
Stoke Ward,E05002096,country:gb/country:eng/uta:e06000026/utw:e05002096,country:gb/country:eng/uta:e06000026,Q56648862
Sutton and Mount Gould Ward,E05002097,country:gb/country:eng/uta:e06000026/utw:e05002097,country:gb/country:eng/uta:e06000026,Q56648863
Bletchley East Ward,E05009406,country:gb/country:eng/uta:e06000042/utw:e05009406,country:gb/country:eng/uta:e06000042,Q56613011
Bletchley Park Ward,E05009407,country:gb/country:eng/uta:e06000042/utw:e05009407,country:gb/country:eng/uta:e06000042,Q56613012
Bletchley West Ward,E05009408,country:gb/country:eng/uta:e06000042/utw:e05009408,country:gb/country:eng/uta:e06000042,Q56613013
Bradwell Ward,E05009409,country:gb/country:eng/uta:e06000042/utw:e05009409,country:gb/country:eng/uta:e06000042,Q56613014
Broughton Ward,E05009410,country:gb/country:eng/uta:e06000042/utw:e05009410,country:gb/country:eng/uta:e06000042,Q56613015
Campbell Park & Old Woughton Ward,E05009411,country:gb/country:eng/uta:e06000042/utw:e05009411,country:gb/country:eng/uta:e06000042,Q56613016
Central Milton Keynes Ward,E05009412,country:gb/country:eng/uta:e06000042/utw:e05009412,country:gb/country:eng/uta:e06000042,Q56613017
Danesborough & Walton Ward,E05009413,country:gb/country:eng/uta:e06000042/utw:e05009413,country:gb/country:eng/uta:e06000042,Q56613018
Loughton & Shenley Ward,E05009414,country:gb/country:eng/uta:e06000042/utw:e05009414,country:gb/country:eng/uta:e06000042,Q56613019
Monkston Ward,E05009415,country:gb/country:eng/uta:e06000042/utw:e05009415,country:gb/country:eng/uta:e06000042,Q56613021
Newport Pagnell North & Hanslope Ward,E05009416,country:gb/country:eng/uta:e06000042/utw:e05009416,country:gb/country:eng/uta:e06000042,Q56613022
Newport Pagnell South Ward,E05009417,country:gb/country:eng/uta:e06000042/utw:e05009417,country:gb/country:eng/uta:e06000042,Q56613023
Olney Ward,E05009418,country:gb/country:eng/uta:e06000042/utw:e05009418,country:gb/country:eng/uta:e06000042,Q56613024
Shenley Brook End Ward,E05009419,country:gb/country:eng/uta:e06000042/utw:e05009419,country:gb/country:eng/uta:e06000042,Q56613025
